"","count","condition","gene1","gene","strain","background","knockout"
"341",0.5,"8st-9","gene 0.6A","0.6A","8st-9","8st","phi9"
"342",1.06500906717556,"8st-9","gene 0.6A","0.6A","8st-9","8st","phi9"
"343",0.5,"8st-9","gene 0.6A","0.6A","8st-9","8st","phi9"
"344",0.5,"8st-9","gene 0.6A","0.6A","8st-9","8st","phi9"
"345",22.4825821444619,"8st-9","gene 0.6A","0.6A","8st-9","8st","phi9"
"346",1.07234268819269,"8st-910","gene 0.6A","0.6A","8st-910","8st","phi910"
"347",0.5,"8st-910","gene 0.6A","0.6A","8st-910","8st","phi910"
"348",1.2705010193613,"8st-910","gene 0.6A","0.6A","8st-910","8st","phi910"
"349",1.30930150280688,"8st-910","gene 0.6A","0.6A","8st-910","8st","phi910"
"350",1.69301297778233,"8st-910","gene 0.6A","0.6A","8st-910","8st","phi910"
"351",1.62250874609087,"8st-910","gene 0.6A","0.6A","8st-910","8st","phi910"
"352",10.9257916932,"8st-910","gene 0.6A","0.6A","8st-910","8st","phi910"
"353",3.30061072016904,"8st-910evo","gene 0.6A","0.6A","8st-910evo","8st","phi910"
"354",0.5,"8st-910evo","gene 0.6A","0.6A","8st-910evo","8st","phi910"
"355",0.5,"8st-910evo","gene 0.6A","0.6A","8st-910evo","8st","phi910"
"356",1.66894579344672,"910L2evo","gene 0.6A","0.6A","910L2evo","wt","phi910"
"357",0.5,"910L2evo","gene 0.6A","0.6A","910L2evo","wt","phi910"
"358",0.5,"910L2evo","gene 0.6A","0.6A","910L2evo","wt","phi910"
"359",1.39113810936944,"wt-10","gene 0.6A","0.6A","phi10","wt","phi10"
"360",0.5,"wt-10","gene 0.6A","0.6A","phi10","wt","phi10"
"361",0.5,"wt-10","gene 0.6A","0.6A","phi10","wt","phi10"
"362",1.32510193377695,"wt-10","gene 0.6A","0.6A","phi10","wt","phi10"
"363",2.90141600930282,"wt-10","gene 0.6A","0.6A","phi10","wt","phi10"
"364",0.5,"wt-10","gene 0.6A","0.6A","phi10","wt","phi10"
"365",1.79487300322157,"wt-910","gene 0.6A","0.6A","phi910v2","wt","phi910"
"366",0.5,"wt-910","gene 0.6A","0.6A","phi910v2","wt","phi910"
"367",1.3538112976732,"wt-910","gene 0.6A","0.6A","phi910v2","wt","phi910"
"368",0.5,"wt-910","gene 0.6A","0.6A","phi910v2","wt","phi910"
"369",1.50721693992615,"wt-910","gene 0.6A","0.6A","phi910v2","wt","phi910"
"370",0.5,"wt-910","gene 0.6A","0.6A","phi910v2","wt","phi910"
"371",1.27903894680377,"wt-9","gene 0.6A","0.6A","phi9v2","wt","phi9"
"372",0.5,"wt-9","gene 0.6A","0.6A","phi9v2","wt","phi9"
"373",0.5,"wt-9","gene 0.6A","0.6A","phi9v2","wt","phi9"
"374",0.5,"wt-9","gene 0.6A","0.6A","phi9v2","wt","phi9"
"375",1.38773644416101,"wt-9","gene 0.6A","0.6A","phi9v2","wt","phi9"
"376",0.5,"wt-9","gene 0.6A","0.6A","phi9v2","wt","phi9"
"377",0.5,"wt","gene 0.6A","0.6A","wt","wt","wt"
"378",0.5,"wt","gene 0.6A","0.6A","wt","wt","wt"
"379",0.5,"wt","gene 0.6A","0.6A","wt","wt","wt"
"380",0.5,"wt","gene 0.6A","0.6A","wt","wt","wt"
"381",1.82963722352235,"wt","gene 0.6A","0.6A","wt","wt","wt"
"382",0.5,"wt","gene 0.6A","0.6A","wt","wt","wt"
"383",0.5,"wt","gene 0.6A","0.6A","wt","wt","wt"
"384",5.94234259965199,"wt","gene 0.6A","0.6A","wt","wt","wt"
"385",93981.3276166949,"deop","gene 1","1","11-44","10deop","wt"
"386",114368.499127455,"deop","gene 1","1","11-44","10deop","wt"
"387",140344.357476168,"deop","gene 1","1","11-44","10deop","wt"
"388",99149.5534125682,"deop","gene 1","1","11-44","10deop","wt"
"389",128789.569355006,"deop","gene 1","1","11-44","10deop","wt"
"390",127580.725347614,"deop","gene 1","1","11-44","10deop","wt"
"391",69125.7481050245,"deop-10","gene 1","1","11-44-phi10","10deop","phi10"
"392",75857.7854562755,"deop-10","gene 1","1","11-44-phi10","10deop","phi10"
"393",71460.3487284335,"deop-10","gene 1","1","11-44-phi10","10deop","phi10"
"394",65299.2625964942,"deop-10","gene 1","1","11-44-phi10","10deop","phi10"
"395",89145.2876200789,"deop-10","gene 1","1","11-44-phi10","10deop","phi10"
"396",95395.5303504085,"deop-10","gene 1","1","11-44-phi10","10deop","phi10"
"397",100412.687098062,"deop-9","gene 1","1","11-44-phi9v2","10deop","phi9"
"398",75013.112255533,"deop-9","gene 1","1","11-44-phi9v2","10deop","phi9"
"399",132390.286224591,"deop-9","gene 1","1","11-44-phi9v2","10deop","phi9"
"400",85316.0634863886,"deop-9","gene 1","1","11-44-phi9v2","10deop","phi9"
"401",105272.27223401,"deop-9","gene 1","1","11-44-phi9v2","10deop","phi9"
"402",120214.799533329,"deop-9","gene 1","1","11-44-phi9v2","10deop","phi9"
"403",56410.8015895322,"8st-9","gene 1","1","8st-9","8st","phi9"
"404",65205.9730679221,"8st-9","gene 1","1","8st-9","8st","phi9"
"405",46245.6409384734,"8st-9","gene 1","1","8st-9","8st","phi9"
"406",66802.6520303005,"8st-9","gene 1","1","8st-9","8st","phi9"
"407",67004.2658039123,"8st-9","gene 1","1","8st-9","8st","phi9"
"408",64571.1280798018,"8st-9","gene 1","1","8st-9","8st","phi9"
"409",73750.2312128244,"8st-9","gene 1","1","8st-9","8st","phi9"
"410",63133.3325637826,"8st-910","gene 1","1","8st-910","8st","phi910"
"411",62446.0959165144,"8st-910","gene 1","1","8st-910","8st","phi910"
"412",59536.3432650284,"8st-910","gene 1","1","8st-910","8st","phi910"
"413",66337.7302328257,"8st-910","gene 1","1","8st-910","8st","phi910"
"414",77492.6579718515,"8st-910","gene 1","1","8st-910","8st","phi910"
"415",61634.0877216116,"8st-910","gene 1","1","8st-910","8st","phi910"
"416",70020.1170115312,"8st-910","gene 1","1","8st-910","8st","phi910"
"417",116287.458322859,"8st-910evo","gene 1","1","8st-910evo","8st","phi910"
"418",95005.8426674169,"8st-910evo","gene 1","1","8st-910evo","8st","phi910"
"419",81535.4240305932,"8st-910evo","gene 1","1","8st-910evo","8st","phi910"
"420",140340.625123833,"910L2evo","gene 1","1","910L2evo","wt","phi910"
"421",129393.819541955,"910L2evo","gene 1","1","910L2evo","wt","phi910"
"422",124169.788484564,"910L2evo","gene 1","1","910L2evo","wt","phi910"
"423",57240.974179127,"wt-10","gene 1","1","phi10","wt","phi10"
"424",67967.9341009164,"wt-10","gene 1","1","phi10","wt","phi10"
"425",83520.7669451339,"wt-10","gene 1","1","phi10","wt","phi10"
"426",60600.9366281818,"wt-10","gene 1","1","phi10","wt","phi10"
"427",70452.0421729215,"wt-10","gene 1","1","phi10","wt","phi10"
"428",67838.7704366696,"wt-10","gene 1","1","phi10","wt","phi10"
"429",88124.3771072473,"wt-910","gene 1","1","phi910v2","wt","phi910"
"430",81486.9884358338,"wt-910","gene 1","1","phi910v2","wt","phi910"
"431",133165.179041601,"wt-910","gene 1","1","phi910v2","wt","phi910"
"432",95631.1091108009,"wt-910","gene 1","1","phi910v2","wt","phi910"
"433",127837.481232367,"wt-910","gene 1","1","phi910v2","wt","phi910"
"434",151516.941354911,"wt-910","gene 1","1","phi910v2","wt","phi910"
"435",62037.7084508246,"wt-9","gene 1","1","phi9v2","wt","phi9"
"436",48616.5826293152,"wt-9","gene 1","1","phi9v2","wt","phi9"
"437",90916.3007038549,"wt-9","gene 1","1","phi9v2","wt","phi9"
"438",59309.4114148646,"wt-9","gene 1","1","phi9v2","wt","phi9"
"439",97968.4307682771,"wt-9","gene 1","1","phi9v2","wt","phi9"
"440",54002.2988987071,"wt-9","gene 1","1","phi9v2","wt","phi9"
"441",54299.0137121849,"wt","gene 1","1","wt","wt","wt"
"442",66016.9679777618,"wt","gene 1","1","wt","wt","wt"
"443",95680.9703860287,"wt","gene 1","1","wt","wt","wt"
"444",53538.0409413019,"wt","gene 1","1","wt","wt","wt"
"445",106907.321682868,"wt","gene 1","1","wt","wt","wt"
"446",118377.889444991,"wt","gene 1","1","wt","wt","wt"
"447",62140.0055584833,"wt","gene 1","1","wt","wt","wt"
"448",73057.1464720784,"wt","gene 1","1","wt","wt","wt"
"449",121851.457690817,"deop","gene 1.2","1.2","11-44","10deop","wt"
"450",110105.003842724,"deop","gene 1.2","1.2","11-44","10deop","wt"
"451",81686.1622588871,"deop","gene 1.2","1.2","11-44","10deop","wt"
"452",99914.0544147773,"deop","gene 1.2","1.2","11-44","10deop","wt"
"453",122233.749815858,"deop","gene 1.2","1.2","11-44","10deop","wt"
"454",92933.4513073396,"deop","gene 1.2","1.2","11-44","10deop","wt"
"455",91610.136064832,"deop-10","gene 1.2","1.2","11-44-phi10","10deop","phi10"
"456",101676.845505987,"deop-10","gene 1.2","1.2","11-44-phi10","10deop","phi10"
"457",79561.6637460887,"deop-10","gene 1.2","1.2","11-44-phi10","10deop","phi10"
"458",106679.87468805,"deop-10","gene 1.2","1.2","11-44-phi10","10deop","phi10"
"459",115274.145715487,"deop-10","gene 1.2","1.2","11-44-phi10","10deop","phi10"
"460",106816.8428677,"deop-10","gene 1.2","1.2","11-44-phi10","10deop","phi10"
"461",102296.312121067,"deop-9","gene 1.2","1.2","11-44-phi9v2","10deop","phi9"
"462",95967.2911720026,"deop-9","gene 1.2","1.2","11-44-phi9v2","10deop","phi9"
"463",62839.8549491421,"deop-9","gene 1.2","1.2","11-44-phi9v2","10deop","phi9"
"464",84154.7253186173,"deop-9","gene 1.2","1.2","11-44-phi9v2","10deop","phi9"
"465",116704.594001363,"deop-9","gene 1.2","1.2","11-44-phi9v2","10deop","phi9"
"466",100146.141626022,"deop-9","gene 1.2","1.2","11-44-phi9v2","10deop","phi9"
"467",128691.978539401,"8st-9","gene 1.2","1.2","8st-9","8st","phi9"
"468",116083.129071426,"8st-9","gene 1.2","1.2","8st-9","8st","phi9"
"469",98183.656475952,"8st-9","gene 1.2","1.2","8st-9","8st","phi9"
"470",101726.992490556,"8st-9","gene 1.2","1.2","8st-9","8st","phi9"
"471",105910.266939523,"8st-9","gene 1.2","1.2","8st-9","8st","phi9"
"472",98239.2262667984,"8st-9","gene 1.2","1.2","8st-9","8st","phi9"
"473",139597.224144715,"8st-9","gene 1.2","1.2","8st-9","8st","phi9"
"474",107136.183117413,"8st-910","gene 1.2","1.2","8st-910","8st","phi910"
"475",109567.588562429,"8st-910","gene 1.2","1.2","8st-910","8st","phi910"
"476",111042.795407293,"8st-910","gene 1.2","1.2","8st-910","8st","phi910"
"477",109336.728378458,"8st-910","gene 1.2","1.2","8st-910","8st","phi910"
"478",111462.509501226,"8st-910","gene 1.2","1.2","8st-910","8st","phi910"
"479",100401.049776606,"8st-910","gene 1.2","1.2","8st-910","8st","phi910"
"480",131761.655418662,"8st-910","gene 1.2","1.2","8st-910","8st","phi910"
"481",135543.057329381,"8st-910evo","gene 1.2","1.2","8st-910evo","8st","phi910"
"482",122384.211256361,"8st-910evo","gene 1.2","1.2","8st-910evo","8st","phi910"
"483",131394.393460231,"8st-910evo","gene 1.2","1.2","8st-910evo","8st","phi910"
"484",106881.889678008,"910L2evo","gene 1.2","1.2","910L2evo","wt","phi910"
"485",103655.281884665,"910L2evo","gene 1.2","1.2","910L2evo","wt","phi910"
"486",115252.540884564,"910L2evo","gene 1.2","1.2","910L2evo","wt","phi910"
"487",103032.997067185,"wt-10","gene 1.2","1.2","phi10","wt","phi10"
"488",110896.74868028,"wt-10","gene 1.2","1.2","phi10","wt","phi10"
"489",106245.227646353,"wt-10","gene 1.2","1.2","phi10","wt","phi10"
"490",105435.325505754,"wt-10","gene 1.2","1.2","phi10","wt","phi10"
"491",122092.092036969,"wt-10","gene 1.2","1.2","phi10","wt","phi10"
"492",150926.973604377,"wt-10","gene 1.2","1.2","phi10","wt","phi10"
"493",120842.580716148,"wt-910","gene 1.2","1.2","phi910v2","wt","phi910"
"494",158375.790557195,"wt-910","gene 1.2","1.2","phi910v2","wt","phi910"
"495",142186.549212816,"wt-910","gene 1.2","1.2","phi910v2","wt","phi910"
"496",120294.73513425,"wt-910","gene 1.2","1.2","phi910v2","wt","phi910"
"497",136102.703441401,"wt-910","gene 1.2","1.2","phi910v2","wt","phi910"
"498",108887.603117517,"wt-910","gene 1.2","1.2","phi910v2","wt","phi910"
"499",101348.013706543,"wt-9","gene 1.2","1.2","phi9v2","wt","phi9"
"500",103546.84335289,"wt-9","gene 1.2","1.2","phi9v2","wt","phi9"
"501",108823.39316912,"wt-9","gene 1.2","1.2","phi9v2","wt","phi9"
"502",100459.00234982,"wt-9","gene 1.2","1.2","phi9v2","wt","phi9"
"503",126710.673620878,"wt-9","gene 1.2","1.2","phi9v2","wt","phi9"
"504",95162.584643265,"wt-9","gene 1.2","1.2","phi9v2","wt","phi9"
"505",87058.1837724896,"wt","gene 1.2","1.2","wt","wt","wt"
"506",106164.914020664,"wt","gene 1.2","1.2","wt","wt","wt"
"507",82306.8508513599,"wt","gene 1.2","1.2","wt","wt","wt"
"508",118473.372792379,"wt","gene 1.2","1.2","wt","wt","wt"
"509",117660.097909493,"wt","gene 1.2","1.2","wt","wt","wt"
"510",108779.362478204,"wt","gene 1.2","1.2","wt","wt","wt"
"511",87999.450953472,"wt","gene 1.2","1.2","wt","wt","wt"
"512",60859.4961206084,"wt","gene 1.2","1.2","wt","wt","wt"
"513",31821.4864392696,"deop","gene 1.1","1.1","11-44","10deop","wt"
"514",24554.8807061671,"deop","gene 1.1","1.1","11-44","10deop","wt"
"515",11131.785158947,"deop","gene 1.1","1.1","11-44","10deop","wt"
"516",14626.2708654451,"deop","gene 1.1","1.1","11-44","10deop","wt"
"517",22291.8240687799,"deop","gene 1.1","1.1","11-44","10deop","wt"
"518",23151.9779927633,"deop","gene 1.1","1.1","11-44","10deop","wt"
"519",25718.4416083949,"deop-10","gene 1.1","1.1","11-44-phi10","10deop","phi10"
"520",25029.7386190594,"deop-10","gene 1.1","1.1","11-44-phi10","10deop","phi10"
"521",15879.0774346043,"deop-10","gene 1.1","1.1","11-44-phi10","10deop","phi10"
"522",18648.4424412347,"deop-10","gene 1.1","1.1","11-44-phi10","10deop","phi10"
"523",25094.7444507747,"deop-10","gene 1.1","1.1","11-44-phi10","10deop","phi10"
"524",25099.0276198272,"deop-10","gene 1.1","1.1","11-44-phi10","10deop","phi10"
"525",26127.1466116659,"deop-9","gene 1.1","1.1","11-44-phi9v2","10deop","phi9"
"526",21821.558595842,"deop-9","gene 1.1","1.1","11-44-phi9v2","10deop","phi9"
"527",11325.1429068048,"deop-9","gene 1.1","1.1","11-44-phi9v2","10deop","phi9"
"528",18070.03355349,"deop-9","gene 1.1","1.1","11-44-phi9v2","10deop","phi9"
"529",25180.6577264421,"deop-9","gene 1.1","1.1","11-44-phi9v2","10deop","phi9"
"530",24137.7468680147,"deop-9","gene 1.1","1.1","11-44-phi9v2","10deop","phi9"
"531",36208.4440589221,"8st-9","gene 1.1","1.1","8st-9","8st","phi9"
"532",30111.3951219528,"8st-9","gene 1.1","1.1","8st-9","8st","phi9"
"533",20020.2128809639,"8st-9","gene 1.1","1.1","8st-9","8st","phi9"
"534",23682.2900415963,"8st-9","gene 1.1","1.1","8st-9","8st","phi9"
"535",24242.7972167257,"8st-9","gene 1.1","1.1","8st-9","8st","phi9"
"536",24759.7893127038,"8st-9","gene 1.1","1.1","8st-9","8st","phi9"
"537",38435.2129977463,"8st-9","gene 1.1","1.1","8st-9","8st","phi9"
"538",28986.2231008305,"8st-910","gene 1.1","1.1","8st-910","8st","phi910"
"539",26332.7755320222,"8st-910","gene 1.1","1.1","8st-910","8st","phi910"
"540",24659.6146236391,"8st-910","gene 1.1","1.1","8st-910","8st","phi910"
"541",24086.9313265383,"8st-910","gene 1.1","1.1","8st-910","8st","phi910"
"542",26258.1191345003,"8st-910","gene 1.1","1.1","8st-910","8st","phi910"
"543",25558.9016397431,"8st-910","gene 1.1","1.1","8st-910","8st","phi910"
"544",35979.1624338265,"8st-910","gene 1.1","1.1","8st-910","8st","phi910"
"545",39255.2601592493,"8st-910evo","gene 1.1","1.1","8st-910evo","8st","phi910"
"546",33445.4607119862,"8st-910evo","gene 1.1","1.1","8st-910evo","8st","phi910"
"547",37982.3386986085,"8st-910evo","gene 1.1","1.1","8st-910evo","8st","phi910"
"548",30353.3464726376,"910L2evo","gene 1.1","1.1","910L2evo","wt","phi910"
"549",28538.7623945179,"910L2evo","gene 1.1","1.1","910L2evo","wt","phi910"
"550",35311.6210013528,"910L2evo","gene 1.1","1.1","910L2evo","wt","phi910"
"551",28700.4939503521,"wt-10","gene 1.1","1.1","phi10","wt","phi10"
"552",27059.6591986701,"wt-10","gene 1.1","1.1","phi10","wt","phi10"
"553",20904.7678029089,"wt-10","gene 1.1","1.1","phi10","wt","phi10"
"554",23663.5983587891,"wt-10","gene 1.1","1.1","phi10","wt","phi10"
"555",30905.5233317227,"wt-10","gene 1.1","1.1","phi10","wt","phi10"
"556",42765.50980713,"wt-10","gene 1.1","1.1","phi10","wt","phi10"
"557",31886.7477043312,"wt-910","gene 1.1","1.1","phi910v2","wt","phi910"
"558",42095.9479613524,"wt-910","gene 1.1","1.1","phi910v2","wt","phi910"
"559",28667.2143193778,"wt-910","gene 1.1","1.1","phi910v2","wt","phi910"
"560",25365.2948103193,"wt-910","gene 1.1","1.1","phi910v2","wt","phi910"
"561",31310.8457945443,"wt-910","gene 1.1","1.1","phi910v2","wt","phi910"
"562",31511.8447188023,"wt-910","gene 1.1","1.1","phi910v2","wt","phi910"
"563",28032.6584228401,"wt-9","gene 1.1","1.1","phi9v2","wt","phi9"
"564",25616.8248960328,"wt-9","gene 1.1","1.1","phi9v2","wt","phi9"
"565",21098.2750591305,"wt-9","gene 1.1","1.1","phi9v2","wt","phi9"
"566",20877.4042686381,"wt-9","gene 1.1","1.1","phi9v2","wt","phi9"
"567",28606.0314402004,"wt-9","gene 1.1","1.1","phi9v2","wt","phi9"
"568",24394.3847675644,"wt-9","gene 1.1","1.1","phi9v2","wt","phi9"
"569",23308.125735817,"wt","gene 1.1","1.1","wt","wt","wt"
"570",25680.8872298788,"wt","gene 1.1","1.1","wt","wt","wt"
"571",16679.0631763831,"wt","gene 1.1","1.1","wt","wt","wt"
"572",26504.8189117062,"wt","gene 1.1","1.1","wt","wt","wt"
"573",26090.6415999556,"wt","gene 1.1","1.1","wt","wt","wt"
"574",28234.911638728,"wt","gene 1.1","1.1","wt","wt","wt"
"575",25269.6495368696,"wt","gene 1.1","1.1","wt","wt","wt"
"576",15886.6980483842,"wt","gene 1.1","1.1","wt","wt","wt"
"577",212245.795661624,"deop","gene 1.3","1.3","11-44","10deop","wt"
"578",224033.0353978,"deop","gene 1.3","1.3","11-44","10deop","wt"
"579",160528.342273493,"deop","gene 1.3","1.3","11-44","10deop","wt"
"580",183146.35218998,"deop","gene 1.3","1.3","11-44","10deop","wt"
"581",202206.181366121,"deop","gene 1.3","1.3","11-44","10deop","wt"
"582",201379.69521995,"deop","gene 1.3","1.3","11-44","10deop","wt"
"583",167837.88347276,"deop-10","gene 1.3","1.3","11-44-phi10","10deop","phi10"
"584",214902.8105479,"deop-10","gene 1.3","1.3","11-44-phi10","10deop","phi10"
"585",198343.769562222,"deop-10","gene 1.3","1.3","11-44-phi10","10deop","phi10"
"586",185075.167514791,"deop-10","gene 1.3","1.3","11-44-phi10","10deop","phi10"
"587",209573.431570239,"deop-10","gene 1.3","1.3","11-44-phi10","10deop","phi10"
"588",214924.851101351,"deop-10","gene 1.3","1.3","11-44-phi10","10deop","phi10"
"589",237965.127906226,"deop-9","gene 1.3","1.3","11-44-phi9v2","10deop","phi9"
"590",230996.41456292,"deop-9","gene 1.3","1.3","11-44-phi9v2","10deop","phi9"
"591",204168.724817286,"deop-9","gene 1.3","1.3","11-44-phi9v2","10deop","phi9"
"592",213726.806370111,"deop-9","gene 1.3","1.3","11-44-phi9v2","10deop","phi9"
"593",231415.142851766,"deop-9","gene 1.3","1.3","11-44-phi9v2","10deop","phi9"
"594",232252.929380585,"deop-9","gene 1.3","1.3","11-44-phi9v2","10deop","phi9"
"595",178668.958324999,"8st-9","gene 1.3","1.3","8st-9","8st","phi9"
"596",209703.469956987,"8st-9","gene 1.3","1.3","8st-9","8st","phi9"
"597",215283.402308695,"8st-9","gene 1.3","1.3","8st-9","8st","phi9"
"598",217289.992027174,"8st-9","gene 1.3","1.3","8st-9","8st","phi9"
"599",214063.353204913,"8st-9","gene 1.3","1.3","8st-9","8st","phi9"
"600",217245.879807035,"8st-9","gene 1.3","1.3","8st-9","8st","phi9"
"601",228831.852596467,"8st-9","gene 1.3","1.3","8st-9","8st","phi9"
"602",211613.906790859,"8st-910","gene 1.3","1.3","8st-910","8st","phi910"
"603",217933.531240851,"8st-910","gene 1.3","1.3","8st-910","8st","phi910"
"604",223928.899753917,"8st-910","gene 1.3","1.3","8st-910","8st","phi910"
"605",208356.790500637,"8st-910","gene 1.3","1.3","8st-910","8st","phi910"
"606",246450.734924319,"8st-910","gene 1.3","1.3","8st-910","8st","phi910"
"607",224320.402801308,"8st-910","gene 1.3","1.3","8st-910","8st","phi910"
"608",231792.658518476,"8st-910","gene 1.3","1.3","8st-910","8st","phi910"
"609",247075.978954753,"8st-910evo","gene 1.3","1.3","8st-910evo","8st","phi910"
"610",237815.37820902,"8st-910evo","gene 1.3","1.3","8st-910evo","8st","phi910"
"611",246786.565124935,"8st-910evo","gene 1.3","1.3","8st-910evo","8st","phi910"
"612",217294.664598018,"910L2evo","gene 1.3","1.3","910L2evo","wt","phi910"
"613",217986.989632606,"910L2evo","gene 1.3","1.3","910L2evo","wt","phi910"
"614",221433.195664092,"910L2evo","gene 1.3","1.3","910L2evo","wt","phi910"
"615",170750.581998168,"wt-10","gene 1.3","1.3","phi10","wt","phi10"
"616",230066.495053606,"wt-10","gene 1.3","1.3","phi10","wt","phi10"
"617",251503.438133328,"wt-10","gene 1.3","1.3","phi10","wt","phi10"
"618",216050.966053693,"wt-10","gene 1.3","1.3","phi10","wt","phi10"
"619",237155.940122714,"wt-10","gene 1.3","1.3","phi10","wt","phi10"
"620",262694.061771895,"wt-10","gene 1.3","1.3","phi10","wt","phi10"
"621",179806.565227347,"wt-910","gene 1.3","1.3","phi910v2","wt","phi910"
"622",195236.651657775,"wt-910","gene 1.3","1.3","phi910v2","wt","phi910"
"623",230269.991737272,"wt-910","gene 1.3","1.3","phi910v2","wt","phi910"
"624",197890.189736622,"wt-910","gene 1.3","1.3","phi910v2","wt","phi910"
"625",233441.155732804,"wt-910","gene 1.3","1.3","phi910v2","wt","phi910"
"626",194243.732428587,"wt-910","gene 1.3","1.3","phi910v2","wt","phi910"
"627",208411.336165785,"wt-9","gene 1.3","1.3","phi9v2","wt","phi9"
"628",218452.971124837,"wt-9","gene 1.3","1.3","phi9v2","wt","phi9"
"629",290904.358693396,"wt-9","gene 1.3","1.3","phi9v2","wt","phi9"
"630",216580.415732547,"wt-9","gene 1.3","1.3","phi9v2","wt","phi9"
"631",266533.602258459,"wt-9","gene 1.3","1.3","phi9v2","wt","phi9"
"632",197293.594553946,"wt-9","gene 1.3","1.3","phi9v2","wt","phi9"
"633",176120.714797027,"wt","gene 1.3","1.3","wt","wt","wt"
"634",196914.040651964,"wt","gene 1.3","1.3","wt","wt","wt"
"635",211238.451001808,"wt","gene 1.3","1.3","wt","wt","wt"
"636",204955.447834244,"wt","gene 1.3","1.3","wt","wt","wt"
"637",229811.008801933,"wt","gene 1.3","1.3","wt","wt","wt"
"638",232917.734224326,"wt","gene 1.3","1.3","wt","wt","wt"
"639",195129.035370547,"wt","gene 1.3","1.3","wt","wt","wt"
"640",171944.511507755,"wt","gene 1.3","1.3","wt","wt","wt"
"641",16463.1489403599,"deop","gene 1.4","1.4","11-44","10deop","wt"
"642",15263.1845942344,"deop","gene 1.4","1.4","11-44","10deop","wt"
"643",26097.9800380149,"deop","gene 1.4","1.4","11-44","10deop","wt"
"644",29220.9960049121,"deop","gene 1.4","1.4","11-44","10deop","wt"
"645",11020.9545578507,"deop","gene 1.4","1.4","11-44","10deop","wt"
"646",10141.6264412048,"deop","gene 1.4","1.4","11-44","10deop","wt"
