"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts"
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",17358,17517,"T7p34","5.9",51542
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",17503,18406,"T7p35","6",235055
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",18393,18507,"T7p36","6.3",39423
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",18604,18859,"T7p37","6.5",206006
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",18863,19130,"T7p38","6.7",229108
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",19129,19531,"T7p39","7",349189
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",19534,19834,"T7p40","7.3",301775
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",19847,20240,"T7p41","7.7",291357
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",20239,21850,"T7p42","8",641301
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",21949,22873,"T7p43","9",376420
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",22966,24162,"T7p44","10B",1644705
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",22966,24004,"T7p45","10A",1531406
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",24227,24818,"T7p46","11",118649
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",24841,27226,"T7p47","12",368468
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",27306,27723,"T7p48","13",90216
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",27727,28318,"T7p49","14",237000
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",28324,30568,"T7p50","15",698022
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",30594,34551,"T7p51","16",900134
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",34623,36285,"T7p52","17",1094752
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",36343,36547,"T7p53","17.5",144336
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",36552,36822,"T7p54","18",146619
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",36916,37348,"T7p55","18.5",163970
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",37031,37283,"T7p56","18.7",92573
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",37369,39130,"T7p57","19",582845
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",38015,38273,"T7p58","19.2",136324
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",38552,38726,"T7p59","19.3",82865
"8st-9","8st-9","8st","phi9","PA161","6","T7Hi",39388,39538,"T7p60","19.5",102420
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",890,1468,"T7p01","0.3",22048
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",1277,1433,"T7p02","0.4",0
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",1468,3138,"T7p03","0.7",26267
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",1495,1639,"T7p04","0.5",1
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",1635,1972,"T7p05","0.6B",1
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",1635,1797,"T7p06","0.6A",0
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",3138,5887,"T7p07","1",81438
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",5887,6448,"T7p08","1.2",123901
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",6006,6135,"T7p09","1.1",31227
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",6448,7588,"T7p10","1.3",273995
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",7607,7763,"T7p11","1.4",15289
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",7790,7880,"T7p12","1.5",48592
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",7905,8166,"T7p13","1.6",119955
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",8165,8756,"T7p14","1.7",344660
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",8748,8895,"T7p15","1.8",128003
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",8897,9092,"T7p16","2",130692
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",9157,9856,"T7p17","2.5",454789
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",9856,10276,"T7p18","2.8",216529
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",10256,10706,"T7p19","3",479677
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",10705,11161,"T7p20","3.5",393934
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",11224,11590,"T7p21","3.8",36318
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",11564,13265,"T7p22","4A",267143
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",11634,11757,"T7p23","4.1",27482
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",11753,13265,"T7p24","4B",246994
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",12987,13326,"T7p25","4.2",125552
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",13351,13564,"T7p26","4.3",177048
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",13583,13853,"T7p27","4.5",102778
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",13926,14334,"T7p28","4.7",55028
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",14352,16467,"T7p29","5",351593
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",16482,16839,"T7p30","5.3",126095
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",16850,17359,"T7p31","5.5-5.7",137113
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",16850,17150,"T7p32","5.5",88411
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",17149,17359,"T7p33","5.7",80077
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",17358,17517,"T7p34","5.9",59851
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",17503,18406,"T7p35","6",287216
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",18393,18507,"T7p36","6.3",47323
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",18604,18859,"T7p37","6.5",154170
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",18863,19130,"T7p38","6.7",170905
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",19129,19531,"T7p39","7",277230
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",19534,19834,"T7p40","7.3",237308
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",19847,20240,"T7p41","7.7",221835
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",20239,21850,"T7p42","8",535875
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",21949,22873,"T7p43","9",299118
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",22966,24162,"T7p44","10B",1206164
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",22966,24004,"T7p45","10A",1133164
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",24227,24818,"T7p46","11",126288
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",24841,27226,"T7p47","12",320272
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",27306,27723,"T7p48","13",67154
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",27727,28318,"T7p49","14",181534
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",28324,30568,"T7p50","15",503762
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",30594,34551,"T7p51","16",673185
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",34623,36285,"T7p52","17",827510
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",36343,36547,"T7p53","17.5",105023
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",36552,36822,"T7p54","18",99468
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",36916,37348,"T7p55","18.5",146169
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",37031,37283,"T7p56","18.7",74145
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",37369,39130,"T7p57","19",439327
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",38015,38273,"T7p58","19.2",109299
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",38552,38726,"T7p59","19.3",67346
"8st-9","8st-9","8st","phi9","PA170","7","T7Hi",39388,39538,"T7p60","19.5",37289
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",890,1468,"T7p01","0.3",31844
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",1277,1433,"T7p02","0.4",15
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",1468,3138,"T7p03","0.7",45547
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",1495,1639,"T7p04","0.5",18
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",1635,1972,"T7p05","0.6B",19
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",1635,1797,"T7p06","0.6A",14
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",3138,5887,"T7p07","1",94024
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",5887,6448,"T7p08","1.2",176932
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",6006,6135,"T7p09","1.1",48313
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",6448,7588,"T7p10","1.3",311256
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",7607,7763,"T7p11","1.4",35903
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",7790,7880,"T7p12","1.5",38003
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",7905,8166,"T7p13","1.6",103235
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",8165,8756,"T7p14","1.7",212444
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",8748,8895,"T7p15","1.8",73126
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",8897,9092,"T7p16","2",81387
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",9157,9856,"T7p17","2.5",388785
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",9856,10276,"T7p18","2.8",253971
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",10256,10706,"T7p19","3",203758
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",10705,11161,"T7p20","3.5",365560
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",11224,11590,"T7p21","3.8",36084
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",11564,13265,"T7p22","4A",375798
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",11634,11757,"T7p23","4.1",32127
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",11753,13265,"T7p24","4B",348935
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",12987,13326,"T7p25","4.2",122664
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",13351,13564,"T7p26","4.3",175907
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",13583,13853,"T7p27","4.5",243066
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",13926,14334,"T7p28","4.7",62926
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",14352,16467,"T7p29","5",280913
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",16482,16839,"T7p30","5.3",67587
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",16850,17359,"T7p31","5.5-5.7",151215
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",16850,17150,"T7p32","5.5",104996
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",17149,17359,"T7p33","5.7",81476
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",17358,17517,"T7p34","5.9",65138
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",17503,18406,"T7p35","6",299109
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",18393,18507,"T7p36","6.3",82538
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",18604,18859,"T7p37","6.5",142073
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",18863,19130,"T7p38","6.7",208108
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",19129,19531,"T7p39","7",298958
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",19534,19834,"T7p40","7.3",270252
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",19847,20240,"T7p41","7.7",237749
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",20239,21850,"T7p42","8",394186
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",21949,22873,"T7p43","9",242610
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",22966,24162,"T7p44","10B",403698
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",22966,24004,"T7p45","10A",346333
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",24227,24818,"T7p46","11",21336
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",24841,27226,"T7p47","12",81508
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",27306,27723,"T7p48","13",63211
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",27727,28318,"T7p49","14",145509
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",28324,30568,"T7p50","15",388290
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",30594,34551,"T7p51","16",394750
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",34623,36285,"T7p52","17",1010606
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",36343,36547,"T7p53","17.5",130024
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",36552,36822,"T7p54","18",166778
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",36916,37348,"T7p55","18.5",148699
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",37031,37283,"T7p56","18.7",109871
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",37369,39130,"T7p57","19",519348
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",38015,38273,"T7p58","19.2",95140
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",38552,38726,"T7p59","19.3",74187
"8st-910","8st-910","8st","phi910","PA60","1","T7Hi",39388,39538,"T7p60","19.5",134143
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",890,1468,"T7p01","0.3",25606
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",1277,1433,"T7p02","0.4",1
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",1468,3138,"T7p03","0.7",33281
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",1495,1639,"T7p04","0.5",1
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",1635,1972,"T7p05","0.6B",1
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",1635,1797,"T7p06","0.6A",1
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",3138,5887,"T7p07","1",110306
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",5887,6448,"T7p08","1.2",187188
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",6006,6135,"T7p09","1.1",50644
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",6448,7588,"T7p10","1.3",369732
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",7607,7763,"T7p11","1.4",26378
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",7790,7880,"T7p12","1.5",60631
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",7905,8166,"T7p13","1.6",158032
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",8165,8756,"T7p14","1.7",399720
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",8748,8895,"T7p15","1.8",166782
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",8897,9092,"T7p16","2",163283
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",9157,9856,"T7p17","2.5",658821
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",9856,10276,"T7p18","2.8",365570
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",10256,10706,"T7p19","3",454068
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",10705,11161,"T7p20","3.5",544968
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",11224,11590,"T7p21","3.8",68102
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",11564,13265,"T7p22","4A",468725
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",11634,11757,"T7p23","4.1",50434
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",11753,13265,"T7p24","4B",430170
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",12987,13326,"T7p25","4.2",166027
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",13351,13564,"T7p26","4.3",217743
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",13583,13853,"T7p27","4.5",203898
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",13926,14334,"T7p28","4.7",92659
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",14352,16467,"T7p29","5",510335
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",16482,16839,"T7p30","5.3",134259
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",16850,17359,"T7p31","5.5-5.7",206545
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",16850,17150,"T7p32","5.5",135188
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",17149,17359,"T7p33","5.7",114226
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",17358,17517,"T7p34","5.9",86541
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",17503,18406,"T7p35","6",384500
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",18393,18507,"T7p36","6.3",90495
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",18604,18859,"T7p37","6.5",226667
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",18863,19130,"T7p38","6.7",246793
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",19129,19531,"T7p39","7",353472
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",19534,19834,"T7p40","7.3",308914
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",19847,20240,"T7p41","7.7",328244
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",20239,21850,"T7p42","8",679875
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",21949,22873,"T7p43","9",310965
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",22966,24162,"T7p44","10B",511496
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",22966,24004,"T7p45","10A",468833
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",24227,24818,"T7p46","11",40171
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",24841,27226,"T7p47","12",130188
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",27306,27723,"T7p48","13",78478
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",27727,28318,"T7p49","14",192530
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",28324,30568,"T7p50","15",508030
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",30594,34551,"T7p51","16",612118
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",34623,36285,"T7p52","17",1145515
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",36343,36547,"T7p53","17.5",141896
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",36552,36822,"T7p54","18",137784
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",36916,37348,"T7p55","18.5",208255
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",37031,37283,"T7p56","18.7",125785
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",37369,39130,"T7p57","19",600606
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",38015,38273,"T7p58","19.2",129188
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",38552,38726,"T7p59","19.3",88328
"8st-910","8st-910","8st","phi910","PA120","2","T7Hi",39388,39538,"T7p60","19.5",97254
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",890,1468,"T7p01","0.3",13555
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",1277,1433,"T7p02","0.4",1
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",1468,3138,"T7p03","0.7",23299
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",1495,1639,"T7p04","0.5",0
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",1635,1972,"T7p05","0.6B",0
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",1635,1797,"T7p06","0.6A",0
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",3138,5887,"T7p07","1",62490
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",5887,6448,"T7p08","1.2",109645
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",6006,6135,"T7p09","1.1",26351
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",6448,7588,"T7p10","1.3",218088
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",7607,7763,"T7p11","1.4",19046
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",7790,7880,"T7p12","1.5",26672
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",7905,8166,"T7p13","1.6",77804
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",8165,8756,"T7p14","1.7",203500
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",8748,8895,"T7p15","1.8",75041
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",8897,9092,"T7p16","2",75407
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",9157,9856,"T7p17","2.5",278587
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",9856,10276,"T7p18","2.8",179726
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",10256,10706,"T7p19","3",198253
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",10705,11161,"T7p20","3.5",296384
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",11224,11590,"T7p21","3.8",27465
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",11564,13265,"T7p22","4A",245778
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",11634,11757,"T7p23","4.1",25647
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",11753,13265,"T7p24","4B",224759
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",12987,13326,"T7p25","4.2",96968
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",13351,13564,"T7p26","4.3",117532
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",13583,13853,"T7p27","4.5",112841
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",13926,14334,"T7p28","4.7",32555
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",14352,16467,"T7p29","5",222550
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",16482,16839,"T7p30","5.3",57619
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",16850,17359,"T7p31","5.5-5.7",98890
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",16850,17150,"T7p32","5.5",68433
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",17149,17359,"T7p33","5.7",54851
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",17358,17517,"T7p34","5.9",47785
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",17503,18406,"T7p35","6",226597
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",18393,18507,"T7p36","6.3",45983
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",18604,18859,"T7p37","6.5",130141
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",18863,19130,"T7p38","6.7",179039
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",19129,19531,"T7p39","7",218127
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",19534,19834,"T7p40","7.3",202370
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",19847,20240,"T7p41","7.7",168940
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",20239,21850,"T7p42","8",377775
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",21949,22873,"T7p43","9",177248
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",22966,24162,"T7p44","10B",337023
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",22966,24004,"T7p45","10A",299017
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",24227,24818,"T7p46","11",19707
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",24841,27226,"T7p47","12",74581
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",27306,27723,"T7p48","13",43924
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",27727,28318,"T7p49","14",131059
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",28324,30568,"T7p50","15",331428
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",30594,34551,"T7p51","16",372596
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",34623,36285,"T7p52","17",834825
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",36343,36547,"T7p53","17.5",93891
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",36552,36822,"T7p54","18",119177
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",36916,37348,"T7p55","18.5",119809
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",37031,37283,"T7p56","18.7",84414
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",37369,39130,"T7p57","19",440741
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",38015,38273,"T7p58","19.2",102189
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",38552,38726,"T7p59","19.3",59778
"8st-910","8st-910","8st","phi910","PA136","3","T7Hi",39388,39538,"T7p60","19.5",92306
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",890,1468,"T7p01","0.3",18834
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",1277,1433,"T7p02","0.4",0
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",1468,3138,"T7p03","0.7",29045
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",1495,1639,"T7p04","0.5",1
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",1635,1972,"T7p05","0.6B",2
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",1635,1797,"T7p06","0.6A",1
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",3138,5887,"T7p07","1",77269
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",5887,6448,"T7p08","1.2",144117
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",6006,6135,"T7p09","1.1",32004
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",6448,7588,"T7p10","1.3",290627
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",7607,7763,"T7p11","1.4",18413
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",7790,7880,"T7p12","1.5",30610
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",7905,8166,"T7p13","1.6",72699
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",8165,8756,"T7p14","1.7",164276
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",8748,8895,"T7p15","1.8",65517
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",8897,9092,"T7p16","2",63537
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",9157,9856,"T7p17","2.5",222313
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",9856,10276,"T7p18","2.8",168921
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",10256,10706,"T7p19","3",184278
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",10705,11161,"T7p20","3.5",327094
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",11224,11590,"T7p21","3.8",14163
